"id","sentiment","review"
805,6,"Spennandi – mjög dramatísk og stressandi á köflum. Dwayne frændi er alltaf solid. Skemmtileg tilbreyting að vondi kallinn er skandinavískur, en ekki rússneskur. Nokkuð formúlukennd mynd, en samt ágætlega frumleg stórslysamynd – mögnuð bygging."
806,8,"Mjög spennandi mynd. Intense. Sniðugt concept – minnti mig á Buried með Ryan Reynolds þar sem allur fókusinn er á einn leikara og svo það sem heyrist í símanum og að þurfa að koma ýmsu á framfæri bara með hljóði. Gott stöff – gott handrit."
807,8,"Virkilega hryllileg hryllingsmynd! Brjálæðislega creepy og ógnvekjandi. Svakalega spennandi. Ég var alveg á nálum ???????? En hún var alveg lúmskt fyndin á köflum – enda Jordan Peele grínsnillingur. Mjög áhugavert handrit – mikið af ósvöruðum spurningum. Gott stöff. Vel gerð."
808,7,"Mjög áhugaverð saga – ýmislegt sem ég vissi ekki um Freddie Mercury og Queen. Góð tónlist – góð stemning. Drama. Góðir leikarar."
809,7,"Mjög spennandi. Áhugavert plot. Gaman að sjá Netflix myndir sem er mikið lagt í."
810,6,"Mjög áhugaverð saga. Magnað hvað þetta komst langt... ""Fake it till you make it"" hefur kannski einhver mörk ???? "
811,1,"Speisuð og skrýtin mynd. Svo psycho. Margar hægar senur. Mikið af WTF mómentum. Eins og það sé verið að reyna gera artý mynd + low budget, þannig að þetta var smá eins og verkefni hjá listaháskólanemum. Handritið var ekki upp á marga fiska – samtölin voru oft kjánaleg og flæðið á milli atriða var stundum skrýtið. Excessive gore. Fyndið/áhugavert að sjá Elijah Wood sem framleiðanda. Jóhann Jóhannsson gerði tónlistina – fallegt að það kom ""In Loving Memory of our friend"" í lokinn."
812,7,"Eitthvað Disney-legt við þetta í byrjun – klisjukennt/formúlukennt. En fór svo almennilega í gang. Mjög spennandi á köflum. Dramatísk. Fín afþreying."
813,6,"Spennandi. Týpísk ofurhetju/X-Men mynd. Horfði á þetta í flugvél og þannig myndir eru oft klipptar öðruvísi, censor-aðar og mér fannst eitt og annað ""off"" í tengslum við það. Ágætlega áhugaverð ""origin"" saga. Sumir ofurkraftar hjá krökkunum voru smá fyndnir/spes."
814,9,"E-PÍS-KUR endir! Svakaleg mynd. Geggjuð og risastór action atriði. Mjög spennandi. Líka mjög fyndin ..og dramatísk. Allar tilfinningarnar. Magnað og virkilega gaman að sjá allar þessar persónur saman komnar. Verður spennandi að sjá hvað gerist næst í Marvel heiminum. 
<br><br>
Ég fór á myndina í 4DX sal (í Orlando) sem var áhugaverð upplifun – stóllinn hreyfðist og titraði, það kom vindur, rigning, „blóðslettur“, snjór og eldingar/flass, maður var „laminn“ í bakið o.s.frv. Gaman að prófa þetta en þetta var smá ""gimmicky"" – maður var í rauninni kominn í tívolítæki."
815,8,"Svo. Mikið. Ofbeldi. Svakaleg keyrsla. Keanu Reeves er svo góður í þessu hlutverki. Gaman líka að aðrir fengu að skína í svona ""ég ætla að drepa 50 manns á 4 mínútum"" rússíbönum. Áhugaverður ævintýraheimur með gamaldags tækni &amp; stíl inn á milli í nútímanum. Skemmtileg listræn stjórnun – mikið um cool vibes."
816,6,"Skemmtilega nýtt og öðruvísi. Þetta er sem sagt svona POV VR stuttmynd – vissulega kúlfaktor af því að ég hafði ekki horft áður á svona. Handritið var nokkuð takmarkað og klisjukennt en þetta var samt fínasta afþreying. Stundum fannst mér skrýtið þegar þau voru að óþörfu að brjóta POV vegginn – truflaði flæðið smá. En myndin var spennandi á köflum og skemmtilega ""immersive"" upplifun. Það verður gaman að fylgjast með hvort það komi mikið af svona VR Hollywood myndum í framtíðinni."
817,7,"Mjög fyndin og spennandi mynd. Ég var að dýrka allar vísanirnar í gömlu myndina – og öll þessi cameos. Topp skemmtun."
818,6,"Fyndin vitleysa. Spennandi. Alltaf gaman að sjá Ólaf Darra. Fínasta afþreying."
819,7,"Spennandi. Áhugaverðar persónur. Flottir leikarar."
820,6,"Klassísk Marvel mynd – spennandi, fyndin og fínt action. En ekki eins mögnuð og margar aðrar Marvel myndir. Áhugavert að það voru 6 gaurar sem skrifuðu handritið – ekki oft sem ég sé svona marga ;) Veit ekki hvort það sé endilega betra – mér fannst alla vega ekkert brillíant flæði/keyrsla. Mér fannst einn leikarinn smá líkur Tom Hardy og var í smá stund að pæla hvort það væri einhver tenging við Venom, origin story eða eitthvað þannig – en svo var ekki, þetta var ekki Tom Hardy ;)"
821,6,"Áhugaverð saga. Spennandi. Fullt af flottum skotum. Skýr skot á pólitíska landslagið núna í USA. Svakalegt að sjá upptökurnar frá 2017 í lokinn. Mér fannst einn leikarinn svo líkur Steve Buscemi – það var sem sagt Michael Joseph bróðir hans."
822,6,"Spennandi og áhugaverð dystopian sci-fi mynd."
823,4,"Mjög kjánaleg mynd, eins og við mátti búast – bull &amp; vitleysa. En fyndin á köflum."
824,7,"Mjög áhugaverð frásögn. Magnað dæmi... frekar klikkað ef þetta er allt satt. Topp leikarar. Á nokkrum köflum fannst mér tónlistin minna á House of Cards tónlistina – veit ekki hvort það var vísvitandi vísun í sambærileg atriði."
825,6,"Smá B-myndar fílingur – ekkert verið að taka sig of alvarlega. Fullt af þekktum leikurum. Spennandi. Handritið var stundum smá takmarkað. En þetta var fínasta afþreying."
826,6,"Fín ofurhetjumynd. En það vantaði eitthvað til að gera hana betri – það var eitthvað barnalegt og gamaldags við hana, maður býst við vandaðari ofurhetjumyndum árið 2019. Áhugavert að sjá að Dwayne Johnson var framleiðandi."
827,7,"Töff ofurhetjumynd – mjög flottar senur inn á milli. Ágætis söguþráður – fróðlegt að sjá hvernig þetta þróast eftir Avengers: Endgame. Það hafði smá áhrif á upplifunina að sjá myndina í „lélegum“ sal með takmörkuðu surround hljóði."
828,7,"Gott stöff. Spennandi. Góð keyrsla. Alveg jafn mikil vitleysa og maður bjóst við. Aðeins öðruvísi dýnamík þegar þetta eru aðallega bara þeir tveir en ekki allt F&F gengið. Var að fíla sci-fi vinkilinn."
829,7,"Spennandi. Heill hellingur af þekktum/flottum leikurum. Fullt af flottum skotum. Áhugavert handrit."
830,8,"Mjög fyndin. Skemmtileg. Topp afþreying."
831,4,"Spes mynd. Meira drama en ég bjóst við. Kaldur/svartur/þurr húmor. Áhugavert plot."
832,8,"Virkilega fín mynd. Mjög áhugaverð saga. Alltaf topp gæði hjá Tarantino. Virkilega góðir leikarar – gaman að sjá ""usual suspects"" (eða börnin þeirra) sem hafa leikið nokkrum sinnum í Tarantino myndum. Ekki eins mikið ofbeldi og oft hjá Quentin, en alveg nóg ???? ???? "
833,7,"Fyndin vitleysa. Mikið bull. Ekta afþreying. Að vissu leyti svipuð og Superbad, bara um yngri stráka (enda að hluta til sömu gaurarnir sem gerðu þessa)."
834,8,"Geggjuð mynd. Virkilega fyndin og skemmtileg. Góðar týpur. Góðir leikarar. Að vissu leyti eins og stelpu-útgáfan af Superbad."
835,7,"Mjög spennandi mynd. Nóg af action. Góð keyrsla. Gott stöff. Í rauninni betri en ég bjóst við. Nick Nolte fór á kostum. Þetta er svona mynd þar sem handritið þarf ekki að vera fullkomið/gallalaust ???? "
836,4,"Fyndin. Fín afþreying. En engin snilld."
837,6,"Í svona mynd þarf ekkert topp leiklistarhæfileika – handritið (og þá sérstaklega samtölin) var líka oft frekar takmarkað. Nokkuð langur aðdragandi – en það þurfti að byggja upp smá plott, gefa Rambo ástæðu til að drepa óhóflega mikið af mönnum. Klassísk Rambo sláturvertíð – svakalegt dæmi. Smá Home Alone fílingur ???? En mér fannst töluvert betri keyrsla í Rambo 4 (sem kom út 2008)."
838,9,"Mögnuð mynd! Virkilega vel gerð. Joaquin Phoenix fór algjörlega á kostum. Maður fann svo fyrir þjáningum persónunnar og hvernig hann var útskúfaður úr samfélaginu vegna geðsjúkdóms hans. Topp mynd. En hún er þung – meira listræn nálgun á þennan heim frekar en hröð keyrsla eins og oft í nýjustu ofurhetjumyndunum. Mjög áhugaverð bakgrunnssaga fyrir Joker-inn. Tónlistin gerði líka svo mikið fyrir stemninguna – Hildur Guðnadóttir er alveg í heimsklassa. Smá svartur húmor – enda Todd Phillips (Hangover o.s.frv.) að leikstýra. "
839,7,"Mjög ánægður með að fá að sjá meira úr Breaking Bad heiminum. Smá langur aðdragandi – frekar hæg á köflum, ekki hröð keyrsla eins og maður myndi kannski búast við í bíómynd. Smá eins og bara langur þáttur. Sem var kannski markmiðið – vildu halda sama stíl. Spennandi og vönduð mynd."
840,6,"Fyndin vitleysa. Léttmeti. Fín afþreying."
841,7,"Bull og vitleysa. Mjög súrt. En fyndið. Bloopers með kreditlistanum var samt laaangbesti hlutinn ???????? – bjargaði alveg myndinni."
842,7,"Gott stöff. Góð skemmtun. Spennandi og fyndin – góð blanda. Woody Harrelson er góður karakter – heldur uppi stemningunni. Nokkur góð aukahlutverk. Það er alltaf eitthvað skemmtilegt og áhugavert við zombie efni – hvort sem það eru sjónvarpsþættir, kvikmyndir eða tölvuleikir. ??????? "
843,7,"Mjög spennandi. Gott action. Linda Hamilton var badass! Gaman að fá meira Terminator efni og sérstaklega skemmtilegt að fá Sarah Connor og T-800 aftur saman. Handritið var frekar týpískt – en ég hafði gaman af þessu."
844,7,"Áhugaverð saga. Áhugaverðar pælingar með Wakanda og Vibranium. Spennandi. Fínt action."
845,7,"Klassísk zombie mynd. Spennandi. Fyndin. Hún var meiri snilld í minningunni – en ég var með mega inflúensu þegar ég horfði á hana, þannig að kannski hafði það áhrif á upplifunina."
846,6,"Frekar klikkuð mynd. Algjört rugl – mikið af WTF atriðum. Fyndin. Spennandi. Plot-ið minnir mig á aðrar myndir sem ég hef séð – t.d. Very Bad Things."
847,8,"Mjög góð mynd. Virkilega áhugaverð saga. Spennandi. Hún var ekki langdregin þótt hún var 3,5 klst – það var frá svo mörgu að segja. Magnað leikaraúrval – unaður að sjá þessi legends í þessum hlutverkum. Áhugavert að sjá hvernig það var búið að yngja þá upp – næstum því trúverðugt/fullkomið, en stundum örlítið creepy (uncanny valley). Mikið af löngum og hægum (yfirveguðum) mafíósasamtölum. Fyrsta Netflix myndin sem ég sé í bíó ????"
848,8,"Mjög spennandi mynd. Góð keyrsla. Fínasta saga, þótt ég hafi alveg séð sambærilegt plot áður. Eitthvað hrátt við hana – hún var ekki stútfull af tæknibrellum eins og margar myndir núna. Smá old school stemning við þessa mynd – New York löggur að elta bófa og svo eru náttúrulega einhverjar spilltar löggur. Solid mynd. Hélt athyglinni vel – ekki mikið af dauðum punktum. Flottir leikarar."
849,7,"Mjög spennandi og mjög fyndin mynd. Topp afþreying. Frekar svipaður söguþráður og í síðustu mynd – með smá auka viðbót sem var alveg áhugavert og skemmtilegt."
850,7,"Spennandi mynd. Virkilega flott – glæsilegar tæknibrellur. Stórfengleg mynd. Solid mynd fyrir Star Wars aðdáendur – topp afþreying. Þetta var fínn endir á þessari sögu, þessum Star Wars kafla – náðu að loka þessu ágætlega. Sci-fi nördinn í mér hefur alltaf gaman af öllum þessum plánetum í Star Wars heiminum með mismunandi dýrum og geimverum. Sum atriði og samtöl voru smá ""Disney-leg"" – smá kjánaleg/vandræðaleg að reyna að vera of krúttleg eða fyndin. Gaman og áhugavert að sjá hvað J.J. Abrams er duglegur að redda hlutverkum fyrir vini sína sem hann hefur unnið með í sjónvarpsþáttunum sínum."
851,7,"Töff mynd. Spennandi. Góð keyrsla. Svakaleg byrjun – intense &amp; over the top. En gaman að þessu. Fylgir alveg Michael Bay formúlunni: Nóg af sprengingum, eldi, slow-motion, blóðslettum á sterum, rokktónlist, byssubardögum, bílaeltingaleikjum... og smá vörulaum (product placement). Handritið var smá takmarkað á köflum."
852,7,"Mjög áhugaverð mynd. Frumleg. Kom mikið á óvart – hressandi þegar margar myndir eru oft nokkuð fyrirsjáanlegar. Fyrri hlutinn var ágætlega hægur og viðburðalítill, en svo tóku þau þetta á næsta level, skiptu alveg um gír. Góður húmor inn á milli. Alltaf gaman að sjá myndir sem fylgja ekki týpískum Hollywood formúlum."
853,6,"Áhugaverð saga. Skemmtilegt sci-fi. Spennandi. Tímaflakk er flókið fyrirbæri – oft erfitt að skrifa handrit sem gengur alveg upp og meikar sense. En ágætis concept."
854,5,"Spennandi thriller. Að vissu leyti áhugaverð saga og áhugaverður heimur. En mjög dark og brútal – meira en ég bjóst við."
855,8,"Áhugaverð dystopian sci-fi mynd. Spennandi. Fín keyrsla. Töff bardagaatriði og myndataka. Skemmtilegar tæknipælingar."
856,10,"Geggjuð myndataka! Þessi löngu skot eru svakaleg! Hef ekki séð annað eins. Metnaður. Listaverk. Bravissimo! Þessi myndataka gerði það að verkum að manni fannst maður vera með þeim í þessu – “immersive” upplifun sem var alveg mögnuð. Mjög spennandi. Flottir leikarar. Átakanlegt hvað stríð er klikkað dæmi – algjör bilun. Svo vel gerð og vönduð mynd – allt umhverfið virkar mjög “authentic”. Meistarastykki! Svo sannarlega mynd sem skilur eitthvað eftir – ég var alveg dolfallinn eftir þetta."
857,6,"Ánægjuleg mynd. Fínn húmor. Góð keyrsla. Stutt og laggóð – hentugt fyrir fyrstu bíóferð Anítu. Íslenska þýðingin er ""Hvolpasveitin: Ofur-Hvolpar"". "
858,6,"Góð skemmtun. Góð nostalgía – þetta togaði alveg í réttu strengina með sömu töktunum, sömu tónlistinni o.s.frv. Töluvert meiri keyrsla og betra action eftir hlé – og þetta var alveg frekar gott action. Fínn húmor inn á milli. "
859,9,"Virkilega töff mynd. Back to basics hjá Guy Ritchie – í anda 'Lock, Stock and Two Smoking Barrels' og 'Snatch' með mjög gott handrit, skemmtilegar og áhugaverðar persónur og töff löng UK gangster samtöl &amp; monologues. Mjög fyndin og spennandi – Guy Ritchie nær svo vel að blanda saman action og breskum húmor. Vel sett upp og góð keyrsla – hélt athygli manns vel."
860,6,"Fín skemmtun. Fínasta action – en mér fannst vanta smá taktinn í sum bardagaatriði, þau voru ekki alltaf nógu trúverðug. Kjarninn í myndinni var aðeins öðruvísi en mér fannst stiklan gefa til kynna. Það var nokkuð áberandi að flestir áttu við geðræn vandamál að stríða – mikið af geðsjúkum persónum. Skemmtilega svartur og klikkaður húmor."
861,6,"Áhugaverð heimildamynd. Taylor er mögnuð listakona. Alltaf gaman að sjá bak við tjöldin, hvernig sköpunarferlið er þegar fólk býr til tónlist."
862,6,"Umfram allt mj&#246;g spennandi mynd. Mj&#246;g ""creepy"" og miki&#240; af spennu&#254;rungnum atri&#240;um sem fengu adrenal&#237;ni&#240; til a&#240; fl&#230;&#240;a og h&#233;lt manni alveg &#225; s&#230;tisbr&#250;ninni. Elisabeth Moss var kl&#225;rlega stjarna myndarinnar &#8211; n&#225;&#240;i mj&#246;g vel a&#240; t&#250;lka &#254;essa brotnu taugahr&#250;gu. Kvikmyndataka&#44; t&#243;nlist og anna&#240; hlj&#243;&#240; hj&#225;lpa&#240;i miki&#240; vi&#240; a&#240; skapa spennuna og manni br&#225; alveg nokku&#240; oft."
863,6,"Spennandi. Gott löggu &amp; bófa – frekar klassískt/formúlukennt. Áhugavert að sjá Post Malone í smá hlutverki. #netflix "
864,7,"Svakaleg saga. Magnað hvað þetta virðist hafa verið toxic vinnuumhverfi. Heill hellingur af frábærum leikurum. Sagan var aðeins öðruvísi en trailer-inn og annað markaðsefni gaf í skyn."
865,6,"Töff sci-fi mynd. Áhugavert concept. Spennandi. Endirinn hefði getað verið betri – vantaði eitthvað til að gera hann meira solid. Áhugavert að sjá að 4 mínútur af kreditlistanum voru þakkir til þeirra sem styrktu myndina í gegnum Indiegogo ???? "
866,7,"Fyndin vitleysa. Spennandi og fínt action. Góð afþreying. #netflix "
867,6,"Hugljúf mynd. Fyndin á köflum. Drama. Mjög væminn endir."
868,6,"Mjög spennandi. Ágætis saga og plot, en endirinn hefði getað verið örlítið betri. #netflix "
869,7,"Spennandi. Góð keyrsla inn á milli. Töff action myndataka með flottum one-shots. #netflix "
870,7,"Mjög fyndið bull. Jojo var krúttlega barnalegur (naive). Sam Rockwell var sérstaklega góður og fyndinn. Mjög góð og skemmtileg mynd. En hún var líka alveg smá spennandi, dramatísk og sorgleg – sem er viðeigandi fyrir þetta umræðuefni."
871,7,"Fyndin og spennandi. Svona rom-com með spennu/action twist er formúlan okkar Birnu fyrir date-mynd. #netflix "
872,6,"Gangsta mynd. Gangsta gellur. New York í ruglinu. Spennandi mynd."
873,7,"Skemmtileg mynd. Fyndin vitleysa. Alltaf gaman að sjá Ísland og íslenska leikara í stórum myndum. Alveg ágætis saga – ekki alveg eins innantómt og ég bjóst við. Fullt af cameos. Fínasta afþreying. #netflix "
874,7,"Fyrsta bíóferðin í 4 mánuði! ???? Þetta var mjög spennandi mynd. Svakaleg bardagaatriði. Gott action. Brútal. Ruglað hvað það er ungt fólk í hernum sent í svona aðstæður – það voru 21 árs krakkar þarna..."
875,8,"Spennandi mynd. Áhugaverð saga. Drama. Fínasta keyrsla (tempo). Flottir leikarar."
876,8,"Mjög spennandi mynd. Gott action. Áhugaverð saga/plot/concept. Töff mynd. Góð keyrsla (inn á milli alla vega). Gaman að sjá Netflix myndir með gott budget. #netflix "
877,7,"Mjög spennandi mynd. Alltaf gaman að sjá mismunandi útfærslur á zombie hugmyndinni. Töluvert öðruvísi plot en forverinn, Train to Busan – fleiri sögupersónur og gerist á fleiri stöðum en bara í einni lest ???? Þetta er að hluta til teiknimynd – það leit út fyrir að öll bíla-action atriðin voru 100% tölvuteiknuð. Þannig að þetta var stundum eins og að horfa á tölvuleik ???? En þetta var töff action. Mikið og langt drama í lokinn."
878,8,"Mjög fyndin mynd. Áhugaverð hugmynd – fínasta twist á Groundhog Day. Gott stöff. Mjög skemmtileg – góður söguþráður. Góðar týpur. Bestu atriðin voru svona ekta Lonely Island húmor."
879,7,"Gott action. Spennandi. Áhugavert concept. Gaman að sjá Casey Neistat í smá cameo. Líka áhugavert að sjá Machine Gun Kelly (Colson Baker) í smá hlutverki. Random trivia: Casey og Colson léku einmitt báðir í myndinni Nerve. Ágætlega formúlukennt, en fínasta afþreying. #netflix "
880,8,"Mjög spennandi mynd. Stressandi. Liggur við að þetta sé meiri hryllingsmynd en spennumynd. Meira brútal en ég bjóst við. Russell Crowe var alveg psycho – þessi ólgandi reiði skein mjög vel í gegn. Klikkuð keyrsla alveg frá byrjun. Nokkuð fersk og frumleg mynd."
881,6,"Spennandi mynd. Skemmtilega evrópskur bragur á action atriðunum – sem voru mörg mjög töff. Fínasta plot/handrit. #netflix"
882,9,"Loksins sá ég Tenet! ???? Geggjuð mynd. Mjög spennandi. Þétt keyrsla. Töff action atriði, en nokkuð flókið að fylgjast með þeim út af plot-i myndarinnar. Mögnuð hugmynd að sögu – bræðir smá heilann að reyna átta sig á þessu ???? Líka mjög áhugavert að pæla í kvikmyndatökunni og leiknum til að láta þetta allt ganga upp. Virkilega góð mynd eins og Christopher Nolan er lagið."
883,4,"Svo klisjukennt og fyrirsj&#225;anlegt. L&#233;legt/skr&#253;ti&#240; handrit. Kj&#225;naleg mynd. En stundum er gaman a&#240; horfa &#225; l&#233;legar myndir. #netflix"
884,5,"Steikt og kjánaleg mynd – en á skemmtilegan máta. Ekkert verið að taka sig of alvarlega – bara verið að leika sér með tímaflakk. Ágætlega fyndin inn á milli. Nokkur skemmtileg cameos. Fínasta afþreying."
885,3,"Önnur klisjukennd og fyrirsjáanleg mynd. Ekki gott handrit – mikið af vandræðalegum og þvinguðum væmnum atriðum. #netflix"
886,7,"Feel-good fjölskylduvæn hasarmynd á léttu nótunum. Mjög fyndin inn á milli. Aðal strákurinn var mjög góð týpa. Ágætlega spennandi. Mjög solid afþreying. #netflix"
887,6,"Mikil vitleysa. En alveg fyndin inn á milli. Ekta Family Guy/Seth MacFarlane húmor. Slatti af fínum leikurum + skemmtilegum cameos. #netflix"
888,6,"Spennandi mynd. Skemmtileg. Enola (Millie Bobby Brown) er góð týpa. Gaman af svona spæjara finna-vísbendingar myndum. #netflix"
889,4,"Væmin. Klisjukennd. Frekar fyrirsjáanleg. Ekkert svakalega gott handrit – oft þurr og vandræðaleg samtöl. Fín áminning að það er ýmislegt sem gefur til kynna að það sé betra að horfa á björtu hliðarnar og vona það besta."
890,5,"Skrautlegar persónur. Smá B-mynda bragur. Inn á milli frekar lélegur leikur og jafnvel eins og það sé talsett eftir á fyrir suma leikarana. Mikið ofbeldi. Brútal. Svartur og skrýtinn húmor. Stundum ákveðnar gloppur í handritinu – upp á trúverðugleika, flæði og að meika sense. En alveg spennandi mynd. Langt síðan maður hefur séð eitthvað frá Jonas Åkerlund. Áhugavert að Deadmau5 sá um tónlistina. #netflix"
891,6,"Svartur húmor. Smá spes mynd. Slatti af cameos og þekktum leikurum. Spennandi og fyndin. #netflix"
892,7,"Töff mynd. Klikkuð og brútal sýn á LA. Spennandi. Var búinn að gleyma að Snoop Dogg, Dr. Dre. og Macy Gray voru með smá hlutverk."
893,6,"Mikið bull. Kjánalæti í takt við aðrar Adam Sandler myndir – mér fannst ég vera horfa á persónur úr gömlum Sandler myndum. Slatti af cameos og þekktum leikurum í litlum hlutverkum. Alveg smá spennandi og fín afþreying. #netflix"
894,7,"Mjög spennandi. Áhugavert plot. Svartur húmor."
895,6,"Mjög spennandi. Gott action. Ágætis saga og plot. Passlega stutt mynd. #netflix"
896,6,"Önnur Kóresk zombie mynd. Skemmtileg nútíma nálgun á zombie mynd. Mjög spennandi og stressandi. Fínasta zombie action. #netflix"
897,6,"Missy er mjög klikkuð týpa – alveg skemmtilega klikkuð. Mikið bull. Mikil vitleysa. En betri mynd en ég bjóst við. Slatti af klassískum Happy Madison/Adam Sandler leikurum. #netflix"
898,6,"Nokkuð hæg mynd – tók smá tíma að ná flugi. Mikið New York vibe – var að fíla það. Quirky húmor – mjög fyndin inn á milli. En líka létt drama. Bill Murray var algjör snillingur – mjög góð týpa."
899,7,"Mjög áhugaverð saga. Spennandi. Fyndin inn á milli. Solid handrit og samræður eins og maður býst við frá Aaron Sorkin. Kraftmiklar persónur. Fullt af fínum leikurum. #netflix"
900,7,"Gott stöff. Góðar persónur. Áhugaverð saga. Klikkað hvernig stemningin og virðingarleysið var þarna í 60's. Vel gerð mynd."
901,7,"Mjög spennandi stríðsmynd. Tónlistin og hljóðin voru áhugaverð – gerðu þetta extra spooky/stressandi. Það var líka smá eins og þetta væru dýrahljóð tengd skipunum og kafbátunum. Skemmtilega takmörkuð (prímatív) tækni sem þeir voru að vinna með þarna. Áhugavert að Tom Hanks skrifaði handritið."
902,5,"Hugljúf og væmin 90's mynd. Drama – táningsdrama. Stundum voru frekar takmarkaðir leikarahæfileikar í gangi."
903,6,"Mjög spennandi frönsk löggu &amp; bófa mynd. Smá ruglingslegt hver er að svíkja hvern. Aðeins of dark og WTF á köflum. #netflix"
904,7,"Skemmtileg mynd. Fyndin á köflum. Jim Carrey var góð týpa – klassískir taktar hjá honum. Spennandi – ágætlega fjölskylduvænt action. Flottar tæknibrellur."
905,7,"Vel ruglað bull. Oft mjög vandræðaleg (cringey) atriði. Alveg sniðugur (clever) húmor inn á milli. En margt svo rangt. Stundum virtist þetta vera lauslega tengdur söguþráður og meira eins og sería af sketsum – en kannski bara svipað og Borat 1. Dóttir hans (Maria Bakalova) var mjög góð í sínu hlutverki. Kom skemmtilega á óvart að þetta var í rauninni um jafnrétti kynjanna. Áhugavert að sjá fullt af fólki á credit-listanum sem COVID Advisor, COVID Compliance Officers o.s.frv. – munum örugglega sjá meira af því í kringum myndir sem eru teknar upp á þessum tímum."
906,5,"Áhugavert concept. Fyndin inn á milli. Smá hæg á köflum – ekkert svakaleg action keyrsla. Þar sem ""Related movies"" voru Spy, The Spy Who Dumped Me og Date Night (sem eru allar í uppáhaldi hjá okkur) þá bjóst ég við öðruvísi mynd – meira action og betra gríni. Þetta var meira svona rom-com með drama."
907,5,"Ekki frábær mynd, en ekki hræðileg. Fyrirsjáanleg og klisjukennd, en mjög fyndin inn á milli. Allt í lagi afþreying. Áhugavert að sjá King Bach (Andrew Bachelor) í fleiri og fleiri myndum – það er vissulega verðmætt að fá áhrifavald með meira en 20 milljón fylgjendur til að tala um kvikmyndina þína ???? #netflix"
908,7,"Fín ofurhetjumynd. Spennandi. Kröftug á köflum – það var meiri kraftur í fyrri myndinni. Wonder Woman er töff karakter. Kristen Wiig kom líka fersk inn – aðeins meira en klassísku grín-týpurnar hennar. Stundum vantaði eitthvað – kannski í handritið eða tempóið. Skemmtilegt 80's vibe, en hefði verið best ef þetta hefði verið WW83 ???? "
909,7,"Spennandi mynd. Ekta hlutverk fyrir Liam Neeson. Ágætis leikaraval (casting). Ekki alveg low-budget mynd, en production skalinn var svona í minna falli – ekkert mjög mikið af leikurum. Að vissu leyti klassískt vibe – eins og maður hafi séð svipaðar myndir áður."
910,6,"Skemmtilega klikkuð mynd. Eins og í Honest Thief þá var Jai Courtney aftur að leika sleazebag. Fín afþreying."
911,4,"Eins og ég bjóst við var þetta ekki æðisleg mynd. Handritið var frekar þunnt. Allt frekar fyrirsjáanlegt. En alveg hægt að hlæja að nokkrum atriðum – mikið silly/crazy í gangi. Sem betur fer mjög stutt mynd. "
912,6,"Spennandi löggu-thriller. Skemmtileg old-school/90’s stemning – mikið af skemmtilegum 90’s atriðum sem var hugað að upp á útlitið (sviðsmyndina). Takturinn var líka að vissu leyti gamaldags – svona hæg rannsóknarlöggu-mynd. 

Flottir leikarar – Jared Leto var mjög góður sem psycho týpan. Tónlistin var líka mjög góð – gerði helling fyrir mörg atriði. Endaði öðruvísi en ég bjóst við – skemmtilega hressandi þegar myndir eru ekki of fyrirsjáanlegar. Mjög gaman að sjá loksins bíómynd í kvikmyndahúsi – alltof langt síðan síðast. "
913,6,"Gott action. Spennandi. Áhugavert sci-fi/framtíðar concept. Vantaði kannski örlítið í handritið/söguna. Seinni helmingurinn var ekki alveg eins þéttur og sá fyrri. #netflix"
914,8,"Mjög skemmtileg mynd. Fyndin. Sniðug saga. Hugljúf. Falleg og vel teiknuð mynd. Gaman að sjá að Trent Reznor &amp; Atticus Ross sáu um tónlistina (að hluta til)."
915,6,"Miðað við trailer-inn þá bjóst ég við hraðari keyrslu og meiri action. Þar sem myndin heitir The Marksman bjóst ég líka við að hann myndi nýta þá sérstöku hæfileika meira í gegnum myndina. Nokkuð hæg mynd á köflum – bara Liam Neeson og strákurinn að keyra um Bandaríkin og verða meiri vinir ???? Ákveðnar holur í handritinu – ekki alveg nógu solid. Alveg fín Liam Neeson mynd og spennandi á köflum, en ekki hans besta."
916,7,"Topp afþreying – gott action og góður húmor. Góð keyrsla. Mikið ofbeldi. Áhugavert concept – twist á Groundhog Day og þannig myndum, með öðruvísi vinkli. Passlega löng. Frank Grillo er töffari og var skemmtilega kærulaus í þessu hlutverki. Svo er Mel Gibson mættur aftur, farinn að leika í fleiri og fleiri myndum."
917,8,"Svakaleg skrímsla-stórslysamynd! Spennandi og góð keyrsla – nóg af sprengingum og eyðileggingu á risastórum skala. Þetta er framhald af myndunum Godzilla: King of the Monsters og Kong: Skull Island – það hjálpar vissulega að vera búinn að sjá þær. Eins og þær myndir er þetta afþreyingar-rússíbani og óþarfi að pæla of mikið í lógík í svona ævintýramyndum ????"
918,8,"Mjög góð mynd. Spennandi. Fyndin. Brútal – kom eiginlega á óvart hvað það var brútal ofbeldi á köflum. Bob Odenkirk var mjög góður sem algjör harðhaus. En Christopher Lloyd kom líka mjög sterkur inn – geggjaður í sínu hlutverki. Það var líka gaman að sjá RZA þarna. Derek Kolstad skrifaði handritið, en hann skrifaði líka handritin að John Wick myndunum – og það er alveg smá svipað concept í gangi í Nobody. Topp afþreying. Passlega löng."
