sentiment,review
positive,svartur húmor. smá spes mynd. slatti af cameos og þekktum leikurum. spennandi og fyndin. netflix
positive,"töff mynd. klikkuð og brútal sýn á la. spennandi. var búinn að gleyma að snoop dogg, dr. dre. og macy gray voru með smá hlutverk."
positive,mikið bull. kjánalæti í takt við aðrar adam sandler myndir  mér fannst ég vera horfa á persónur úr gömlum sandler myndum. slatti af cameos og þekktum leikurum í litlum hlutverkum. alveg smá spennandi og fín afþreying. netflix
positive,mjög spennandi. áhugavert plot. svartur húmor.
positive,mjög spennandi. gott action. ágætis saga og plot. passlega stutt mynd. netflix
positive,önnur kóresk zombie mynd. skemmtileg nútíma nálgun á zombie mynd. mjög spennandi og stressandi. fínasta zombie action. netflix
positive,missy er mjög klikkuð týpa  alveg skemmtilega klikkuð. mikið bull. mikil vitleysa. en betri mynd en ég bjóst við. slatti af klassískum happy madisonadam sandler leikurum. netflix
positive,nokkuð hæg mynd  tók smá tíma að ná flugi. mikið new york vibe  var að fíla það. quirky húmor  mjög fyndin inn á milli. en líka létt drama. bill murray var algjör snillingur  mjög góð týpa.
positive,mjög áhugaverð saga. spennandi. fyndin inn á milli. solid handrit og samræður eins og maður býst við frá aaron sorkin. kraftmiklar persónur. fullt af fínum leikurum. netflix
positive,gott stöff. góðar persónur. áhugaverð saga. klikkað hvernig stemningin og virðingarleysið var þarna í s. vel gerð mynd.
positive,mjög spennandi stríðsmynd. tónlistin og hljóðin voru áhugaverð  gerðu þetta extra spookystressandi. það var líka smá eins og þetta væru dýrahljóð tengd skipunum og kafbátunum. skemmtilega takmörkuð prímatív tækni sem þeir voru að vinna með þarna. áhugavert að tom hanks skrifaði handritið.
negative,hugljúf og væmin s mynd. drama  táningsdrama. stundum voru frekar takmarkaðir leikarahæfileikar í gangi.
positive,mjög spennandi frönsk löggu  bófa mynd. smá ruglingslegt hver er að svíkja hvern. aðeins of dark og wtf á köflum. netflix
positive,skemmtileg mynd. fyndin á köflum. jim carrey var góð týpa  klassískir taktar hjá honum. spennandi  ágætlega fjölskylduvænt action. flottar tæknibrellur.
positive,"vel ruglað bull. oft mjög vandræðaleg cringey atriði. alveg sniðugur clever húmor inn á milli. en margt svo rangt. stundum virtist þetta vera lauslega tengdur söguþráður og meira eins og sería af sketsum  en kannski bara svipað og borat . dóttir hans maria bakalova var mjög góð í sínu hlutverki. kom skemmtilega á óvart að þetta var í rauninni um jafnrétti kynjanna. áhugavert að sjá fullt af fólki á creditlistanum sem covid advisor, covid compliance officers o.s.frv.  munum örugglega sjá meira af því í kringum myndir sem eru teknar upp á þessum tímum."
negative,"áhugavert concept. fyndin inn á milli. smá hæg á köflum  ekkert svakaleg action keyrsla. þar sem related movies voru spy, the spy who dumped me og date night sem eru allar í uppáhaldi hjá okkur þá bjóst ég við öðruvísi mynd  meira action og betra gríni. þetta var meira svona romcom með drama."
negative,"ekki frábær mynd, en ekki hræðileg. fyrirsjáanleg og klisjukennd, en mjög fyndin inn á milli. allt í lagi afþreying. áhugavert að sjá king bach andrew bachelor í fleiri og fleiri myndum  það er vissulega verðmætt að fá áhrifavald með meira en  milljón fylgjendur til að tala um kvikmyndina þína ???? netflix"
positive,"fín ofurhetjumynd. spennandi. kröftug á köflum  það var meiri kraftur í fyrri myndinni. wonder woman er töff karakter. kristen wiig kom líka fersk inn  aðeins meira en klassísku gríntýpurnar hennar. stundum vantaði eitthvað  kannski í handritið eða tempóið. skemmtilegt s vibe, en hefði verið best ef þetta hefði verið ww ????"
positive,"spennandi mynd. ekta hlutverk fyrir liam neeson. ágætis leikaraval casting. ekki alveg lowbudget mynd, en production skalinn var svona í minna falli  ekkert mjög mikið af leikurum. að vissu leyti klassískt vibe  eins og maður hafi séð svipaðar myndir áður."
positive,skemmtilega klikkuð mynd. eins og í honest thief þá var jai courtney aftur að leika sleazebag. fín afþreying.
negative,eins og ég bjóst við var þetta ekki æðisleg mynd. handritið var frekar þunnt. allt frekar fyrirsjáanlegt. en alveg hægt að hlæja að nokkrum atriðum  mikið sillycrazy í gangi. sem betur fer mjög stutt mynd.
positive,spennandi lögguthriller. skemmtileg oldschools stemning  mikið af skemmtilegum s atriðum sem var hugað að upp á útlitið sviðsmyndina. takturinn var líka að vissu leyti gamaldags  svona hæg rannsóknarlöggumynd.   flottir leikarar  jared leto var mjög góður sem psycho týpan. tónlistin var líka mjög góð  gerði helling fyrir mörg atriði. endaði öðruvísi en ég bjóst við  skemmtilega hressandi þegar myndir eru ekki of fyrirsjáanlegar. mjög gaman að sjá loksins bíómynd í kvikmyndahúsi  alltof langt síðan síðast.
positive,gott action. spennandi. áhugavert scififramtíðar concept. vantaði kannski örlítið í handritiðsöguna. seinni helmingurinn var ekki alveg eins þéttur og sá fyrri. netflix
positive,mjög skemmtileg mynd. fyndin. sniðug saga. hugljúf. falleg og vel teiknuð mynd. gaman að sjá að trent reznor  atticus ross sáu um tónlistina að hluta til.
positive,"miðað við trailerinn þá bjóst ég við hraðari keyrslu og meiri action. þar sem myndin heitir the marksman bjóst ég líka við að hann myndi nýta þá sérstöku hæfileika meira í gegnum myndina. nokkuð hæg mynd á köflum  bara liam neeson og strákurinn að keyra um bandaríkin og verða meiri vinir ???? ákveðnar holur í handritinu  ekki alveg nógu solid. alveg fín liam neeson mynd og spennandi á köflum, en ekki hans besta."
positive,"topp afþreying  gott action og góður húmor. góð keyrsla. mikið ofbeldi. áhugavert concept  twist á groundhog day og þannig myndum, með öðruvísi vinkli. passlega löng. frank grillo er töffari og var skemmtilega kærulaus í þessu hlutverki. svo er mel gibson mættur aftur, farinn að leika í fleiri og fleiri myndum."
positive,svakaleg skrímslastórslysamynd! spennandi og góð keyrsla  nóg af sprengingum og eyðileggingu á risastórum skala. þetta er framhald af myndunum godzilla: king of the monsters og kong: skull island  það hjálpar vissulega að vera búinn að sjá þær. eins og þær myndir er þetta afþreyingarrússíbani og óþarfi að pæla of mikið í lógík í svona ævintýramyndum ????
positive,"mjög góð mynd. spennandi. fyndin. brútal  kom eiginlega á óvart hvað það var brútal ofbeldi á köflum. bob odenkirk var mjög góður sem algjör harðhaus. en christopher lloyd kom líka mjög sterkur inn  geggjaður í sínu hlutverki. það var líka gaman að sjá rza þarna. derek kolstad skrifaði handritið, en hann skrifaði líka handritin að john wick myndunum  og það er alveg smá svipað concept í gangi í nobody. topp afþreying. passlega löng."
positive,"geggjuð nostalgía  þessar helstu persónur og þessir helstu frasar úr tölvuleiknum. ekki beint vel leikin og handritið mjög takmarkað, en myndin bætti upp fyrir það með nóg af flottum bardagaatriðum. myndin var brútal eins og leikurinn  ýktar blóðslettur o.s.frv. fínasta afþreying fyrir fólk sem spilaði tölvuleikina."
positive,fínasta grínspennumynd. góður húmor og gott action. solid afþreying.
positive,mjög spennandi  alveg pumpandi adrenalín spenna strax fyrsta hálftímann. svo mikil örvænting í gangi... klikkaðar aðstæður. sorglegt. dramatískt. ísland er greinilega myndrænni tökustaður en grænland ???? gaman að sjá king bach í enn einni myndinni ????
positive,spennandi dystopian actionmynd. brútal. alex garland er greinilega mikið fyrir dystopian framtíðarmyndir.
positive,spennandi scifi mynd. stundum var tölvugrafíkin aðeins of gervileg  útlit og hreyfingar. að vissu leyti týpískformúlukennd mynd þrátt fyrir að conceptið sé einstakt. netflix
negative,"örlítið hæg í að byggja upp að aðal spennunni flæðið var líka smá stirt  hægt og hratt, hægt og hratt... handritið hefði í raun getað verið betra. en alveg spennandi. netflix"
positive,"geggjuð skrímslamynd á risastórum skala. extreme stórslysamynd. mjög spennandi. en stundum ólógísk hegðun miðað við aðstæður  meikaði ekki alveg sense, jafnvel smá kjánalegt."
positive,"áhugaverð hugmynd að bíómynd. smá skandínavísk trist stemning inn á milli. svo feelgood á köflum. svo líka rugluð og sorgleg stemning inn á milli. alls konar drama. örugglega extra skemmtilegt fyrir fólk sem hefur búið í danmörku að sjá þessa klassísku dönsku menningu, stemningu og hefðir. en þetta er mögulega smá ádeila á áfengismenninguna í danmörku."
negative,mjög vandræðaleg og kjánaleg mynd. stundum voru lögin og lagatextinn jafnvel líka kjánalegur. frekar lélegt handrit og lélegur leikur. markhópurinn er líklega ca.  ára krakkar. netflix
positive,góð scifiofurhetjumynd. kúl action atriði. vin diesel er alltaf grjótharður. töff tæknibrellur. wilfred wigans lamorne morris var mjög gott comic relief. frekar basic söguþráðurhandrit. en fínasta afþreying. netflix
negative,fjölskylduvænt léttmeti. létt grín. súr húmor inn á milli. hefði geta verið betur leikin. handritið var svona lala. allt í lagi sem afþreying. slatti af fólki sem er vant að búa til myndir saman. netflix
positive,gott rugl. stundum svakalega mikið rugl. smá innblástur frá dumb  dumber   borat. sum atriðin voru sérstaklega fyndin. sum voru meira sjokkerandi. mjög gaman að sjá behind the scenes atriðin í lokinn með credit listanum. netflix
positive,"dramatískur thriller. ég myndi lýsa stemningunni sem foreboding vibe. nokkuð dark  twisted mynd. lúmskt fyndin inn á milli  svona kaldhæðnis, cynical, svartur húmor. solid mynd. vel gerð."
positive,mjög spennandi. svakaleg stríðsatriði  sérstaklega árásin á pearl harbor. nokkuð þétt keyrsla  hoppað yfir atburði og daga til að komast hratt í aðalefnið.
positive,spennandi. gaman að sjá origin söguna fyrir captain america  veit ekki alveg af hverju ég sá hana ekki á sínum tíma. kannski var marvel hypeið ekki alveg byrjað og maður var ekki kominn í áskrift þar sem ég held ég sé búinn að sjá allar hinar myndirnar ???? hugo weaving er alltaf góður sem vondi kallinn. meiri star wars fílingur en ég bjóst við.
positive,mjög spennandi mynd. svakaleg action atriði. ágætis plot. michael b. jordan var grjótharður. það var skemmtilegt að það voru nokkrar vísanir í restina af tom clancy heiminum. svo var það jónsi úr sigur rós sem sá um tónlistina  bjóst ekki við því.
positive,"spennandi. ágætis plot. joel kinnaman ungur og saklaus. hressandi skandínavískur krimmi. endirinn var, svona.. takmarkaður. enda voru gerðar tvær myndir í viðbót."
positive,skemmtileg og spennandi mynd. fín saga. leit vel út  flott mynd. hugljúfur disney endir.
positive,quirky mynd. fyndin. fullt af þekktum leikurum og tónlistarfólki. áhugavert zombie grín. mjög hæg mynd og mikið af löngum samtölum miðað við aðrar zombie myndir.
positive,"töff mynd. spennandi og svakaleg action atriði. jason statham var grjótharður eins og alltaf. hann var sérstaklega alvarlegur og einbeittur determined í þessari mynd. hann er oft glettilega fyndinn og með góða frasa, en núna var hann skiljanlega mjög reiður. tónlistin var geggjuð  skapaði mjög góða stemningu spennu. ekki hefðbundin guy ritchie mynd  ekki eins mikið af skrautlegum persónum og hnyttnum samtölum. en mjög solid spennumynd."
positive,spennandi mynd. áhugavert concept. dark og hrá kvikmynd. solid action atriði inná milli. blake lively var mjög góð  áhugaverð og skemmtileg karakterþróun í gangi. netflix
positive,töff mynd. spennandi  mjög spennandi á köflum. fínasta action. skrautlegar persónur. en sum samtöl hefðu getað verið eðlilegri meira smooth  handritið hefði geta verið betra. en kannski er það bara viðeigandi að zombie myndir séu almennt nokkuð heilalausar ; áhugaverðir uppvakningar zombies  smá parkour stemning. löng mynd. netflix
positive,"mjög spennandi og stressandi mynd. maður var alveg á nálum og brá alveg nokkrum sinnum. tónlistin og hljóðið ýtti undir stressið og mjög skemmtilegt hvernig var spilað með þegar það var lítið eða alls ekkert hljóð. góð saga og handrit. mjög vel leikin  fullt af fínum leikurum. þetta var meiri skrímslamynd heldur en fyrri myndin  þar sá maður miklu minna af skrímslunum og það var meiri spenna í kringum óvissuna. það var gaman að fræðast meira um hvernig þetta byrjaði, þegar skrímslin komu fyrst."
positive,"mjög týpísk fast  furious mynd  en ekki sú besta. bjóst við þéttari keyrslu og aðeins meiri rússíbana. skemmtileg action atriði inn á milli, risastór og ýkt í ff stílnum  svo datt tempóið alltaf smá niður. en þetta er orðið svolítið eins og bmynd þar sem maður skemmtir sér og hlær að því hvað þetta er fáránlegt og kjánalegt. þannig að þetta er fínasta afþreying."
positive,geggjuð mynd. mjög spennandi. ekta marvel action  alltof langt síðan ég sá marvel mynd síðast í bíói. solid keyrsla  klikkaðar tæknibrellur. vel gerð og flott mynd.
positive,"virkilega skemmtileg mynd  topp afþreying. mikið grín og glens  meira en ég bjóst við. mikið bull og súr húmor  james gunn virðist vera mikið fyrir súran húmor. þetta er í raun mjög ofbeldisfull grínmynd. gott action  leit vel út, flottar tæknibrellur. miklu betri en fyrri suicide squad myndin. harley quinn margot robbie er alltaf í upphaldi  skemmtilega klikkuð og fyndin, gerði mjög mikið fyrir myndina. ég væri til í að sjá meira af bloodsport idris elba  magnaðar byssur sem hann var að púsla saman."
positive,skemmtilegt concept  sniðugt twist á freaky friday hugmyndinni. góð áskorun fyrir leikarana að breyta svona mikið um týpu  kom vel út. fyndin og spennandi  alveg brútal á köflum.
positive,"spennandi teiknimynd  jafnvel stundum aðeins of spennandidramatísk fyrir yngstu sálirnar. fyndin inn á milli. mjög flott tölvugrafík  miklu meira production value heldur en í sjónvarpsþáttunum. smá batman stemning, sem var töff  sérstaklega græjurnar hjá kappa."
negative,"góð s nostalgía. fyndin, en líka kjánaleg. gaman að sjá alla þessa leikara tiltölulega snemma í ferlinum sínum."
positive,fyndin mynd  skemmtileg vitleysa. lil rel howery er að poppa upp í fleiri og fleiri myndum  frekar vinsæll. john cena er oft góður í svona kjánalegum goofy hlutverkum.
positive,mjög spennandi. grípandi keyrsla. klikkuð skrímslamynd. gott action. nokkuð gott plot. áhugavert concept. með betri kvikmyndum sem ég hef séð undanfarið í gegnum streymisþjónustur. skemmtilegt að greinilega slatti var tekinn upp á íslandi  fullt af íslendingum á credit listanum.
positive,spennandi mynd. leit vel út  töff visuals. brútal action atriði. netflix
negative,ekki eins góð og fyrri myndin. handritið hefði geta verið betra. en fínasta afþreying. alveg spennandi og fyndin.
positive,mögnuð mynd! virkilega falleg. algjört listaverk. tónlistin var svakaleg  skapaði magnþrungna stemningu. spennandi og áhugaverð mynd. fullt af geggjuðum leikurum. epísk tragedía full af mystík. mjög vönduð kvikmynd.
positive,"örlítið öðruvísi marvel mynd  smá asísk goðafræði mythology og slatti af kung fu. öðruvísi ævintýraheimur en margar marvel myndir, en það var alveg smá tenging við aðrar marvel myndir. slatti af húmor  awkwafina og ben kingsley sáu aðallega um það. flott bardagaatriði  bæði kung fu dansarnir og stóru marvel bardagarnir."
positive,"mjög skemmtileg mynd. spennandi og fyndin  góð blanda. töff action atriði og flottar tæknibrellur. sniðugt concept að sögu í kringum battle royale og open world leiki  slatti af streamer cameos úr þeim heimi. líka hollywood leikarar með cameos. margar skemmtilegar vísanir í hina ýmsa tölvuleiki. áhugaverðar pælingar í kringum leikjahönnun, gervigreind og simulation hypothesis  jafnvel heimspekilegt á köflum."
positive,ekta bond mynd með öllu þessu helsta. töff og spennandi. dramatísk líka. bond var sérstaklega berskjaldaður. slatti af geggjuðum atriðum. allt leit mjög vel út töff stíll. frekar löng. rami malek passaði vel inn sem illmennið. nýja  var líka kúl.
positive,"spennandi. ágætis thrilleraction. stundum var leikurinnhandritið smá off. ekki topp gæði, en ágætis afþreying. já, svo heitir þessi mynd sas: rise of the black swan á netflix til að rugla ekki við netflix myndina red notice sem kom líka út á þessu ári. netflix"
positive,töff stöff. spennandi. skemmtilega klikkaðar brotnar og quirky persónur. danskur svartur húmor.
positive,mjög góð mynd. spennandi og fyndin. gott action. fullt af plot twists. skemmtilegt leikaraúrval. bigbudget netflix mynd. topp afþreying. netflix
positive,flott mynd. spennandi og skemmtileg. áhugaverður nýr heimursaga sem er verið að kynna. risastór bardagaatriði eins og svo oft í marvel myndum. fullt af flottum leikurum  sumir sem maður hefði ekki endilega séð fyrir sér í ofurhetjumyndum. löng mynd  sem maður tekur sérstaklega eftir þegar það er ekkert hlé ????
positive,spennandi. áhugavert concept. aðeins of fake umhverfi  svo augljóslega tekið upp í studio. en kannski átti það að passa inn í þessa teiknimyndasögu comic book stemningu.
positive,gott action. svakaleg keyrsla. mjög spennandi. hélt alveg athyglinni hjá manni.
positive,geggjuð mynd. ég var að elska allar vísanirnar referencetribute til fyrstu matrix myndarinnar. ýmsir skemmtilegir meta brandarar líka. mikill nostalgíu rússíbani  sem ég kunni að meta. spennandi. ekki eins mikið af mindblowing action atriðum  en það er vissulega yfirleitt flottara þegar maður sér þannig fyrst. djúpar heimspekilegar pælingar og skilaboð eins og áður. smá zombie stemning  sem kom á óvart.
positive,"spennandi, skemmtileg, quirky og fyndin. áhugavert prequel fyrir army of the dead  léttara yfir þessari, ekki eins ofbeldisfull og miklu minna um zombie stress. fínasta afþreying. netflix"
negative,"mikið af öðruvísi myndatökum  skotið á ská, snúa myndavélinni í hringi og svona... hægar og hraðar klippingar  klassískt fyrir svona mynd, þar sem teiknimyndasögur og tölvuleikir eru líklega mikill innblástur. conceptið minnir á nerve sem kom út sama ár, death race , the running man og aðrar sambærilegar myndir  það er í raun magnað hvað er búið að gera margar svona fólk að keppa upp á líf og dauða á meðan fullt af fólki fylgist spennt meðmyndir. brútal mynd. vissulega öðruvísi hlutverk fyrir harry potter. handritið og persónurnar var ekki alltaf toppur  vantaði smá upp á. amazonprime"
positive,skemmtileg mynd. ekta disney afþreying. spennandi. fyndin. flottar tæknibrellur. fínasta saga  en nokkuð hefðbundin. disneyplus
positive,fyndin og quirkyskrýtin mynd  svartur húmor og drama. fullt af fínum leikurum. áhugaverð ádeila á samfélagið og hvað sumir hópar trúa ekki vísindafólki. netflix
positive,"spennandi mynd. en ekki alveg eins skemmtileg  fyndin og fyrri kingsman myndirnar. meira drama. rhys ifans var skemmtilegur karakter. áhugavert að tengja þetta við merkilega viðburði í mannkynssögunni í kringum fyrri heimsstyrjöldina, en samt breyta helling fyrir þennan söguheim."
positive,fyndin  anna kendrick er góð týpa eins og svo oft áður. betri mynd en ég bjóst við. en alveg væmin í lokinn. disneyplus
positive,"hugljúf fjölskyldumynd. mjög týpísk disney teiknimynd. söngur, dans og fallegur endir. disneyplus"
negative,áhugaverð saga. ágætlega töff og spennandi. brútal. ekkert súper vel leikin. handritið var líka smá off.
positive,"dramatísk. eitthvað arty, vandað, myndrænt við hana mikið lagt í tónlistina  jayz framleiddi m.a. myndina. leikstjórinn jeymes samuel sá líka um tónlistina og skrifaði handritið  fun fact: hann er bróðir seal. netflix"
positive,spennandi. töff mynd. ekta action afþreying. gott stöff. amazonprime
positive,þetta var nú meira ruglið. mjög fyndið  og stundum af því að þetta var svo sjokkerandi stresshlátur. sum atriði voru brútal  margt alveg pínlegt að horfa á. gaman að sjá slatta af nýjum andlitum taka þátt í vitleysunni. líka nokkur skemmtileg cameos.
positive,spennandi mynd. fínasta action. nokkur ekta tom cruise atriði. netflix
negative,fínasta barnamynd. fallega teiknuð. en margar barnamyndir passa upp á að hafa skemmtanagildi líka fyrir foreldrana  þessi er bara að hugsa um krakkana og gerir það ágætlega.
positive,spennandi mynd. quirky  venom er skemmtilega skrýtin og fyndin týpa. handritið var frekar hefðbundið.
negative,áhugavert concept. handritið hefði getað verið meira spennandi. ágætis ádeila á stéttaskiptingu. netflix
positive,áhugaverð hugmynd. skemmtilegt scifi. gaman að sjá jóhannes hauk jóhannesson í nokkuð stóru hlutverki. fínasta action inn á milli. lala handrit. amazonprime
positive,ágætis afþreying. smá disney útgáfa af mib. fínasta scifi action. netflix
positive,"skemmtileg mynd. spennandi. gaman af svona indiana jones og tomb raider stemningu  finna vísbendingar, leysa ráðgátur og flýja vonda fólkið. tom holland og mark wahlberg eru ágætist duo."
positive,mögnuð og sjokkerandi saga. spennandi. vel gerð heimildarmynd sem hélt athygli manns. netflix
positive,spennandi og fyndin mynd. góð nostalgía. fínasta action. góðar týpur.
positive,risastór og að vissu leyti flókin mynd. spennandi. nóg af flottum marvel bardögum. líka slatti af drama. mjög skemmtilegt twist sem kom á óvart og gerði þetta að einstakri marvel mynd  en ekki hægt að fara nánar út í án spoilers. þetta er að verða ansi flókinn heimur og maður fær alltaf meira á tilfinninguna að hver mynd og hver sjónvarpsþáttur er bara púsl í risastórri sögu  þetta er langt frá því að vera sjálfstæðar einingar. sem þýðir að það er alveg smá skuldbinding ef þú vilt vera inni í öllu og átta þig á hvað er í gangi ????
positive,"töff mynd. spennandi og flott. gotham var drungaleg eins og áður  endalaus rigning og þung stemning. hellingur af flottum leikurum. þau náðu að troða inn fullt af persónum úr batman heiminum. robert pattinson stóð sig vel sem batman, zo kravitz var töff sem catwoman og colin farrell var í geggjuðu gervi sem the penguin. vissulega mjög löng mynd rétt tæplega  tímar og hún var smá hæg á köflum, en ekki langdregin."
positive,"svo mikil nostalgía, gaman af því  persónurnar, tónlistin... mjög skemmtilegar vísanir í fyrstu myndina. hellingur af jump scares til að láta fólki bregða. brútal mynd, eins og við mátti búast. mjög stressandi. virkilega solid framhaldsmynd í svona gömlu franchise."
positive,spennandi mynd. góður húmor. flott scifi. alltaf gaman að sjá mismunandi nálganir á tímaflakk. nokkrar skemmtilegar star wars vísanir. topp afþreying. netflix
positive,ekta wwii stríðsmynd að ýmsu leyti. spennandi. drama. flottir leikarar. netflix
positive,mjög áhugaverð geimmynd. drama og spenna. darkgloomy stemning. flott mynd. frekar artý  langt frá því að vera mainstreampop culture scifi mynd. skemmtilegt að nils frahm sá um hluta af tónlistinni  mér fannst ég einmitt kannast við eitt lagið. netflix
positive,"áhugaverð mynd sem kom skemmtilega á óvart. mjög fyndin og spennandi. en líka artý og skrýtin  skemmtileg sýra. flott kung fu atriði  minntu smá á jackie chan. aðeins öðruvísi nálgun á multiverse pælingar heldur en hjá marvel, en samt smá líkt. flottir leikarar  jamie lee curtis var geggjuð í sínum hlutverkum."
positive,"æðisleg mynd. drama mynd með mikið hjarta, miklar tilfinningar. fyndin á köflum. frábær saga. áhugavert að kynnast þessum heimi betur. ég vissi ekki að þetta væri byggt á franskri mynd la famille bélier."
positive,"mjög fyndin. leit vel út  skemmtilega skapandi, flottur stíll. spennandi. fínasta saga. gott stöff. netflix"
positive,"skemmtilega hrá myndataka og klipping  stundum sá maður hlutina í gegnum öryggismyndavélar. mjög spennandi. brútal. alltaf áhugaverðar myndir sem gerast mest megnis á litlu svæði og með fáum leikurum. svo er líka eins og myndin gerðist að miklu leyti í rauntíma, sem er líka áhugavert að upplifa. nokkuð frumleg mynd. amazonprime"
positive,spennandi mynd. ágætlega fjölskylduvænt action. góður húmor. nokkuð þétt keyrsla fínt tempó. topp pixar mynd fyrir alla fjölskylduna. disneyplus
positive,"gamaldags thriller og gangster mynd. fullt af fínum leikurum. áhugaverðar linsur notaðar  smá fisheye effect teygt í köntunum, svona vignette effect. nokkuð hæg mynd."
positive,mjög áhugaverð heimildamynd og fróðleg viðtöl. skemmtilegt og gagnlegt að skjóta inn hvað var að gerast í restinni af heiminum á þessum tíma. netflix
positive,skemmtileg og fyndin. en stundum augljóst að markhópurinn er krakkar. handritið og samtölin hefðu getað verið betri. ágætlega spennandi á köflum.
positive,geggjuð mynd. mjög töff. spennandi. mögnuð myndataka og action atriði. ekta gamaldags poppkorns sumarblockbuster.
positive,"skemmtileg og spennandi töfraatriði. en sagan var smá ruglingsleg, ekki alveg nógu solid söguþráðurflæði."
positive,skemmtileg saga. fyndin. leit vel út  mjög flott grafík og myndataka. virkilega fín fjölskyldumynd. disneyplus
negative,áhugavert concept. dystopian scifi stemning. handritið hefði getað verið betra. netflix
negative,svo skrýtin mynd. fyndin. mjög súr húmor  í takt við annað second films efni. gaman að ég er á kreditlistanum undir thanks.
positive,flott og spennandi töfraaction atriði. það var eitthvað off við vonda kallinn. þegar maður horfir á svona marvel myndir heima er ekki mikill munur á þeim og sjónvarpsþáttunum  hefur alveg áhrif á upplifunina. þótt þetta var í einhverri imax enhanced útgáfu. disneyplus
positive,hugljúf fjölskyldumynd. fyndin. hefðbundin saga. disneyplus
positive,ágætis afþreying. smá spennandi. fyndin á köflum. en ekkert geggjað handrit.
positive,mjög skemmtileg mynd  topp fjölskylduafþreying. áhugaverður heimur byggður á hinum ýmsu tölvuleikjum  skemmtilega blandað saman. mikil nostalgía  ég kunni að meta það. fínasti húmor. fínasta saga. disneyplus
positive,mjög skemmtileg og fyndin mynd. súr húmor  eins og við má búast hjá taika waititi. það er ekkert verið að taka þessu of alvarlega. jafnvel meira grínmynd heldur en spennuactionmynd. christian bale var geggjaður eins og alltaf  tók gæðin á næsta stig. alls konar skemmtilegar aukapersónur og cameos. spennandi mynd og flott bardagaatriði. tónlistin var töff  setti skemmtilegan stíl á þetta. topp afþreying.
negative,ágætis fjölskylduskemmtun. en ég hef alveg séð fyndnari fjölskyldumyndir  bjóst við að hlægja meira. þetta er í raun meira barnamynd á meðan flestar pixar myndir höfða til allrar fjölskyldunnar.
negative,"ekta kevin hart mynd  hann lék svipaða persónu og oft áður. alveg smá spennandi og fyndin á köflum. en handritið missti þráðinn, sérstaklega í seinni hálfleik  dæmið var ekki alveg að ganga upp. netflix"
positive,skemmtileg mynd. ég var að elska allar internet vísanirnar og easter eggs  sérstaklega gamlar vísanir eins og geocities. fyndin og spennandi. við misstum greinilega af fullt af celeb röddum þar sem við horfðum á þetta með íslensku tali. disneyplus
positive,skemmtileg mynd. ágætlega fyndin. fín saga. spennandi. disneyplus
positive,skemmtileg mynd. fyndin. spennandi. klikkuð. nicolas cage og pedro pascal voru mjög góðir í henni. skemmtileg nostalgía að rifja upp ýmsar legendary kvikmyndir hjá nicolas cage. alveg nokkrar holur í handritinu sem meikuðu ekki alveg sense  en þetta var líka mynd sem tók sig ekki alvarlega.
negative,þetta hefði alveg getað verið bridgerton þáttur  nema að þeir þættir eru meira spennandi og með þéttari keyrslu. hæg mynd og ekki mjög mikið að gerast. frekar yfirborðskenndar persónur. netflix
positive,geggjuð mynd. svakaleg action atriði! ég hefði alveg verið til í að sjá þessa mynd í bíóhúsi. geggjaðar staðsetningar locations. slatti af flottum fpv drónamyndatökum. fullt af flottum leikurum. netflix
positive,skemmtileg fjölskyldumynd. spennandi. hugljúf saga og fínar persónur. disneyplus
positive,"mjög skemmtileg mynd. góð blanda af hasar, spennu og húmor. slatti af skemmtilegum persónum ásamt nokkrum góðum cameos. töff myndataka og klipping."
positive,fínasta saga  mjög fjölskylduvæn. klassísk og solid pixar mynd. alltaf gaman af easter eggs sem eru aðallega fyrir fullorðna áhorfendur. disneyplus
positive,"spennandi. slatti af persónum og flottum leikurum. nokkuð flott mynd  búningar, umhverfi o.s.frv. byggt á bók síðan , þannig að það er eðlilegt að stemningin klippingar, keyrsla o.s.frv. er í þannig stíl. disneyplus"
positive,mjög spennandi mynd. stressandi  mér brá alveg nokkrum sinnum. idris elba er alltaf flottur. gaman að sjá að baltasar kormákur er kominn á það stig að hann er reglulega að leikstýra hollywoodmyndum með ofurstjörnum. sharlto copley var líka góður með geggjaðan hreim. slatti af slæmum ákvörðunum í myndinni  en það er vissulega það sem gerir hana meira spennandi ????
positive,"allt öðruvísi en fyrsta cars myndin  miklu meiri spenna og action byssubardagar og sprengingar, þannig að ekki fyrir alla aldurshópa. fínasta fjölskylduafþreying fyrir  ára og eldri. disneyplus"
positive,svaka fín fjölskyldumynd. ágætis saga  fín þróun á sögu lightning mcqueen. alltaf nóg af vísunum og easter eggs í kringum pixar heiminn og annað skemmtilegt. disneyplus
positive,áhugaverð viðbót við predator heiminn. töluvert öðruvísi  prímatívt. spennandi. fínasta action. amber midthunder var töffari. disneyplus
negative,áhugaverð saga. fínasta concept. mikið drama. alveg smá feelgood stemning. nóg af körfuboltaspilurum að leika sjálfan sig. netflix
negative,smá bmynda bragur. alveg spennandi inn á milli. handritið og samtölin voru oft frekar basic. ágætlega töff myndataka stundum  fpv drónaskot eins og er að verða algengara og algengara. netflix
positive,spennandi mynd. wwii myndir eru alltaf áhugaverðar  svo hrátt og prímatívt. áhugavert scifi concept  í takt við aðrar myndir þar sem nasistar voru að gera klikkaðar tilraunir á fólki.
