id,review,rating,sentiment
835,Mjög spennandi mynd. Nóg af action. Góð keyrsla. Gott stöff. Í rauninni betri en ég bjóst við. Nick Nolte fór á kostum. Þetta er svona mynd þar sem handritið þarf ekki að vera fullkomið/gallalaust ???? ,7,Positive
836,Fyndin. Fín afþreying. En engin snilld.,4,Negative
837,"Í svona mynd þarf ekkert topp leiklistarhæfileika – handritið (og þá sérstaklega samtölin) var líka oft frekar takmarkað. Nokkuð langur aðdragandi – en það þurfti að byggja upp smá plott, gefa Rambo ástæðu til að drepa óhóflega mikið af mönnum. Klassísk Rambo sláturvertíð – svakalegt dæmi. Smá Home Alone fílingur ???? En mér fannst töluvert betri keyrsla í Rambo 4 (sem kom út 2008).",6,Neutral
838,Mögnuð mynd! Virkilega vel gerð. Joaquin Phoenix fór algjörlega á kostum. Maður fann svo fyrir þjáningum persónunnar og hvernig hann var útskúfaður úr samfélaginu vegna geðsjúkdóms hans. Topp mynd. En hún er þung – meira listræn nálgun á þennan heim frekar en hröð keyrsla eins og oft í nýjustu ofurhetjumyndunum. Mjög áhugaverð bakgrunnssaga fyrir Joker-inn. Tónlistin gerði líka svo mikið fyrir stemninguna – Hildur Guðnadóttir er alveg í heimsklassa. Smá svartur húmor – enda Todd Phillips (Hangover o.s.frv.) að leikstýra. ,9,Positive
839,"Mjög ánægður með að fá að sjá meira úr Breaking Bad heiminum. Smá langur aðdragandi – frekar hæg á köflum, ekki hröð keyrsla eins og maður myndi kannski búast við í bíómynd. Smá eins og bara langur þáttur. Sem var kannski markmiðið – vildu halda sama stíl. Spennandi og vönduð mynd.",7,Positive
840,Fyndin vitleysa. Léttmeti. Fín afþreying.,6,Neutral
841,Bull og vitleysa. Mjög súrt. En fyndið. Bloopers með kreditlistanum var samt laaangbesti hlutinn ???????? – bjargaði alveg myndinni.,7,Positive
842,"Gott stöff. Góð skemmtun. Spennandi og fyndin – góð blanda. Woody Harrelson er góður karakter – heldur uppi stemningunni. Nokkur góð aukahlutverk. Það er alltaf eitthvað skemmtilegt og áhugavert við zombie efni – hvort sem það eru sjónvarpsþættir, kvikmyndir eða tölvuleikir. ??????? ",7,Positive
843,Mjög spennandi. Gott action. Linda Hamilton var badass! Gaman að fá meira Terminator efni og sérstaklega skemmtilegt að fá Sarah Connor og T-800 aftur saman. Handritið var frekar týpískt – en ég hafði gaman af þessu.,7,Positive
844,Áhugaverð saga. Áhugaverðar pælingar með Wakanda og Vibranium. Spennandi. Fínt action.,7,Positive
845,"Klassísk zombie mynd. Spennandi. Fyndin. Hún var meiri snilld í minningunni – en ég var með mega inflúensu þegar ég horfði á hana, þannig að kannski hafði það áhrif á upplifunina.",7,Positive
846,Frekar klikkuð mynd. Algjört rugl – mikið af WTF atriðum. Fyndin. Spennandi. Plot-ið minnir mig á aðrar myndir sem ég hef séð – t.d. Very Bad Things.,6,Neutral
847,"Mjög góð mynd. Virkilega áhugaverð saga. Spennandi. Hún var ekki langdregin þótt hún var 3,5 klst – það var frá svo mörgu að segja. Magnað leikaraúrval – unaður að sjá þessi legends í þessum hlutverkum. Áhugavert að sjá hvernig það var búið að yngja þá upp – næstum því trúverðugt/fullkomið, en stundum örlítið creepy (uncanny valley). Mikið af löngum og hægum (yfirveguðum) mafíósasamtölum. Fyrsta Netflix myndin sem ég sé í bíó ????",8,Positive
848,"Mjög spennandi mynd. Góð keyrsla. Fínasta saga, þótt ég hafi alveg séð sambærilegt plot áður. Eitthvað hrátt við hana – hún var ekki stútfull af tæknibrellum eins og margar myndir núna. Smá old school stemning við þessa mynd – New York löggur að elta bófa og svo eru náttúrulega einhverjar spilltar löggur. Solid mynd. Hélt athyglinni vel – ekki mikið af dauðum punktum. Flottir leikarar.",8,Positive
849,Mjög spennandi og mjög fyndin mynd. Topp afþreying. Frekar svipaður söguþráður og í síðustu mynd – með smá auka viðbót sem var alveg áhugavert og skemmtilegt.,7,Positive
850,"Spennandi mynd. Virkilega flott – glæsilegar tæknibrellur. Stórfengleg mynd. Solid mynd fyrir Star Wars aðdáendur – topp afþreying. Þetta var fínn endir á þessari sögu, þessum Star Wars kafla – náðu að loka þessu ágætlega. Sci-fi nördinn í mér hefur alltaf gaman af öllum þessum plánetum í Star Wars heiminum með mismunandi dýrum og geimverum. Sum atriði og samtöl voru smá ""Disney-leg"" – smá kjánaleg/vandræðaleg að reyna að vera of krúttleg eða fyndin. Gaman og áhugavert að sjá hvað J.J. Abrams er duglegur að redda hlutverkum fyrir vini sína sem hann hefur unnið með í sjónvarpsþáttunum sínum.",7,Positive
851,"Töff mynd. Spennandi. Góð keyrsla. Svakaleg byrjun – intense &amp; over the top. En gaman að þessu. Fylgir alveg Michael Bay formúlunni: Nóg af sprengingum, eldi, slow-motion, blóðslettum á sterum, rokktónlist, byssubardögum, bílaeltingaleikjum... og smá vörulaum (product placement). Handritið var smá takmarkað á köflum.",7,Positive
852,"Mjög áhugaverð mynd. Frumleg. Kom mikið á óvart – hressandi þegar margar myndir eru oft nokkuð fyrirsjáanlegar. Fyrri hlutinn var ágætlega hægur og viðburðalítill, en svo tóku þau þetta á næsta level, skiptu alveg um gír. Góður húmor inn á milli. Alltaf gaman að sjá myndir sem fylgja ekki týpískum Hollywood formúlum.",7,Positive
853,Áhugaverð saga. Skemmtilegt sci-fi. Spennandi. Tímaflakk er flókið fyrirbæri – oft erfitt að skrifa handrit sem gengur alveg upp og meikar sense. En ágætis concept.,6,Neutral
854,Spennandi thriller. Að vissu leyti áhugaverð saga og áhugaverður heimur. En mjög dark og brútal – meira en ég bjóst við.,5,Neutral
855,Áhugaverð dystopian sci-fi mynd. Spennandi. Fín keyrsla. Töff bardagaatriði og myndataka. Skemmtilegar tæknipælingar.,8,Positive
856,Geggjuð myndataka! Þessi löngu skot eru svakaleg! Hef ekki séð annað eins. Metnaður. Listaverk. Bravissimo! Þessi myndataka gerði það að verkum að manni fannst maður vera með þeim í þessu – “immersive” upplifun sem var alveg mögnuð. Mjög spennandi. Flottir leikarar. Átakanlegt hvað stríð er klikkað dæmi – algjör bilun. Svo vel gerð og vönduð mynd – allt umhverfið virkar mjög “authentic”. Meistarastykki! Svo sannarlega mynd sem skilur eitthvað eftir – ég var alveg dolfallinn eftir þetta.,10,Positive
857,"Ánægjuleg mynd. Fínn húmor. Góð keyrsla. Stutt og laggóð – hentugt fyrir fyrstu bíóferð Anítu. Íslenska þýðingin er ""Hvolpasveitin: Ofur-Hvolpar"". ",6,Neutral
858,"Góð skemmtun. Góð nostalgía – þetta togaði alveg í réttu strengina með sömu töktunum, sömu tónlistinni o.s.frv. Töluvert meiri keyrsla og betra action eftir hlé – og þetta var alveg frekar gott action. Fínn húmor inn á milli. ",6,Neutral
859,"Virkilega töff mynd. Back to basics hjá Guy Ritchie – í anda 'Lock, Stock and Two Smoking Barrels' og 'Snatch' með mjög gott handrit, skemmtilegar og áhugaverðar persónur og töff löng UK gangster samtöl &amp; monologues. Mjög fyndin og spennandi – Guy Ritchie nær svo vel að blanda saman action og breskum húmor. Vel sett upp og góð keyrsla – hélt athygli manns vel.",9,Positive
860,"Fín skemmtun. Fínasta action – en mér fannst vanta smá taktinn í sum bardagaatriði, þau voru ekki alltaf nógu trúverðug. Kjarninn í myndinni var aðeins öðruvísi en mér fannst stiklan gefa til kynna. Það var nokkuð áberandi að flestir áttu við geðræn vandamál að stríða – mikið af geðsjúkum persónum. Skemmtilega svartur og klikkaður húmor.",6,Neutral
861,"Áhugaverð heimildamynd. Taylor er mögnuð listakona. Alltaf gaman að sjá bak við tjöldin, hvernig sköpunarferlið er þegar fólk býr til tónlist.",6,Neutral
862,"Umfram allt mj&#246;g spennandi mynd. Mj&#246;g ""creepy"" og miki&#240; af spennu&#254;rungnum atri&#240;um sem fengu adrenal&#237;ni&#240; til a&#240; fl&#230;&#240;a og h&#233;lt manni alveg &#225; s&#230;tisbr&#250;ninni. Elisabeth Moss var kl&#225;rlega stjarna myndarinnar &#8211; n&#225;&#240;i mj&#246;g vel a&#240; t&#250;lka &#254;essa brotnu taugahr&#250;gu. Kvikmyndataka&#44; t&#243;nlist og anna&#240; hlj&#243;&#240; hj&#225;lpa&#240;i miki&#240; vi&#240; a&#240; skapa spennuna og manni br&#225; alveg nokku&#240; oft.",6,Neutral
863,Spennandi. Gott löggu &amp; bófa – frekar klassískt/formúlukennt. Áhugavert að sjá Post Malone í smá hlutverki. #netflix ,6,Neutral
864,Svakaleg saga. Magnað hvað þetta virðist hafa verið toxic vinnuumhverfi. Heill hellingur af frábærum leikurum. Sagan var aðeins öðruvísi en trailer-inn og annað markaðsefni gaf í skyn.,7,Positive
865,Töff sci-fi mynd. Áhugavert concept. Spennandi. Endirinn hefði getað verið betri – vantaði eitthvað til að gera hann meira solid. Áhugavert að sjá að 4 mínútur af kreditlistanum voru þakkir til þeirra sem styrktu myndina í gegnum Indiegogo ???? ,6,Neutral
866,Fyndin vitleysa. Spennandi og fínt action. Góð afþreying. #netflix ,7,Positive
867,Hugljúf mynd. Fyndin á köflum. Drama. Mjög væminn endir.,6,Neutral
868,"Mjög spennandi. Ágætis saga og plot, en endirinn hefði getað verið örlítið betri. #netflix ",6,Neutral
869,Spennandi. Góð keyrsla inn á milli. Töff action myndataka með flottum one-shots. #netflix ,7,Positive
870,"Mjög fyndið bull. Jojo var krúttlega barnalegur (naive). Sam Rockwell var sérstaklega góður og fyndinn. Mjög góð og skemmtileg mynd. En hún var líka alveg smá spennandi, dramatísk og sorgleg – sem er viðeigandi fyrir þetta umræðuefni.",7,Positive
871,Fyndin og spennandi. Svona rom-com með spennu/action twist er formúlan okkar Birnu fyrir date-mynd. #netflix ,7,Positive
872,Gangsta mynd. Gangsta gellur. New York í ruglinu. Spennandi mynd.,6,Neutral
873,Skemmtileg mynd. Fyndin vitleysa. Alltaf gaman að sjá Ísland og íslenska leikara í stórum myndum. Alveg ágætis saga – ekki alveg eins innantómt og ég bjóst við. Fullt af cameos. Fínasta afþreying. #netflix ,7,Positive
874,Fyrsta bíóferðin í 4 mánuði! ???? Þetta var mjög spennandi mynd. Svakaleg bardagaatriði. Gott action. Brútal. Ruglað hvað það er ungt fólk í hernum sent í svona aðstæður – það voru 21 árs krakkar þarna...,7,Positive
875,Spennandi mynd. Áhugaverð saga. Drama. Fínasta keyrsla (tempo). Flottir leikarar.,8,Positive
876,Mjög spennandi mynd. Gott action. Áhugaverð saga/plot/concept. Töff mynd. Góð keyrsla (inn á milli alla vega). Gaman að sjá Netflix myndir með gott budget. #netflix ,8,Positive
877,"Mjög spennandi mynd. Alltaf gaman að sjá mismunandi útfærslur á zombie hugmyndinni. Töluvert öðruvísi plot en forverinn, Train to Busan – fleiri sögupersónur og gerist á fleiri stöðum en bara í einni lest ???? Þetta er að hluta til teiknimynd – það leit út fyrir að öll bíla-action atriðin voru 100% tölvuteiknuð. Þannig að þetta var stundum eins og að horfa á tölvuleik ???? En þetta var töff action. Mikið og langt drama í lokinn.",7,Positive
878,Mjög fyndin mynd. Áhugaverð hugmynd – fínasta twist á Groundhog Day. Gott stöff. Mjög skemmtileg – góður söguþráður. Góðar týpur. Bestu atriðin voru svona ekta Lonely Island húmor.,8,Positive
879,"Gott action. Spennandi. Áhugavert concept. Gaman að sjá Casey Neistat í smá cameo. Líka áhugavert að sjá Machine Gun Kelly (Colson Baker) í smá hlutverki. Random trivia: Casey og Colson léku einmitt báðir í myndinni Nerve. Ágætlega formúlukennt, en fínasta afþreying. #netflix ",7,Positive
880,Mjög spennandi mynd. Stressandi. Liggur við að þetta sé meiri hryllingsmynd en spennumynd. Meira brútal en ég bjóst við. Russell Crowe var alveg psycho – þessi ólgandi reiði skein mjög vel í gegn. Klikkuð keyrsla alveg frá byrjun. Nokkuð fersk og frumleg mynd.,8,Positive
881,Spennandi mynd. Skemmtilega evrópskur bragur á action atriðunum – sem voru mörg mjög töff. Fínasta plot/handrit. #netflix,6,Neutral
882,"Loksins sá ég Tenet! ???? Geggjuð mynd. Mjög spennandi. Þétt keyrsla. Töff action atriði, en nokkuð flókið að fylgjast með þeim út af plot-i myndarinnar. Mögnuð hugmynd að sögu – bræðir smá heilann að reyna átta sig á þessu ???? Líka mjög áhugavert að pæla í kvikmyndatökunni og leiknum til að láta þetta allt ganga upp. Virkilega góð mynd eins og Christopher Nolan er lagið.",9,Positive
883,Svo klisjukennt og fyrirsj&#225;anlegt. L&#233;legt/skr&#253;ti&#240; handrit. Kj&#225;naleg mynd. En stundum er gaman a&#240; horfa &#225; l&#233;legar myndir. #netflix,4,Negative
884,Steikt og kjánaleg mynd – en á skemmtilegan máta. Ekkert verið að taka sig of alvarlega – bara verið að leika sér með tímaflakk. Ágætlega fyndin inn á milli. Nokkur skemmtileg cameos. Fínasta afþreying.,5,Neutral
885,Önnur klisjukennd og fyrirsjáanleg mynd. Ekki gott handrit – mikið af vandræðalegum og þvinguðum væmnum atriðum. #netflix,3,Negative
886,Feel-good fjölskylduvæn hasarmynd á léttu nótunum. Mjög fyndin inn á milli. Aðal strákurinn var mjög góð týpa. Ágætlega spennandi. Mjög solid afþreying. #netflix,7,Positive
887,Mikil vitleysa. En alveg fyndin inn á milli. Ekta Family Guy/Seth MacFarlane húmor. Slatti af fínum leikurum + skemmtilegum cameos. #netflix,6,Neutral
888,Spennandi mynd. Skemmtileg. Enola (Millie Bobby Brown) er góð týpa. Gaman af svona spæjara finna-vísbendingar myndum. #netflix,6,Neutral
889,Væmin. Klisjukennd. Frekar fyrirsjáanleg. Ekkert svakalega gott handrit – oft þurr og vandræðaleg samtöl. Fín áminning að það er ýmislegt sem gefur til kynna að það sé betra að horfa á björtu hliðarnar og vona það besta.,4,Negative
890,"Skrautlegar persónur. Smá B-mynda bragur. Inn á milli frekar lélegur leikur og jafnvel eins og það sé talsett eftir á fyrir suma leikarana. Mikið ofbeldi. Brútal. Svartur og skrýtinn húmor. Stundum ákveðnar gloppur í handritinu – upp á trúverðugleika, flæði og að meika sense. En alveg spennandi mynd. Langt síðan maður hefur séð eitthvað frá Jonas Åkerlund. Áhugavert að Deadmau5 sá um tónlistina. #netflix",5,Neutral
891,Svartur húmor. Smá spes mynd. Slatti af cameos og þekktum leikurum. Spennandi og fyndin. #netflix,6,Neutral
892,"Töff mynd. Klikkuð og brútal sýn á LA. Spennandi. Var búinn að gleyma að Snoop Dogg, Dr. Dre. og Macy Gray voru með smá hlutverk.",7,Positive
893,Mikið bull. Kjánalæti í takt við aðrar Adam Sandler myndir – mér fannst ég vera horfa á persónur úr gömlum Sandler myndum. Slatti af cameos og þekktum leikurum í litlum hlutverkum. Alveg smá spennandi og fín afþreying. #netflix,6,Neutral
894,Mjög spennandi. Áhugavert plot. Svartur húmor.,7,Positive
895,Mjög spennandi. Gott action. Ágætis saga og plot. Passlega stutt mynd. #netflix,6,Neutral
896,Önnur Kóresk zombie mynd. Skemmtileg nútíma nálgun á zombie mynd. Mjög spennandi og stressandi. Fínasta zombie action. #netflix,6,Neutral
897,Missy er mjög klikkuð týpa – alveg skemmtilega klikkuð. Mikið bull. Mikil vitleysa. En betri mynd en ég bjóst við. Slatti af klassískum Happy Madison/Adam Sandler leikurum. #netflix,6,Neutral
898,Nokkuð hæg mynd – tók smá tíma að ná flugi. Mikið New York vibe – var að fíla það. Quirky húmor – mjög fyndin inn á milli. En líka létt drama. Bill Murray var algjör snillingur – mjög góð týpa.,6,Neutral
899,Mjög áhugaverð saga. Spennandi. Fyndin inn á milli. Solid handrit og samræður eins og maður býst við frá Aaron Sorkin. Kraftmiklar persónur. Fullt af fínum leikurum. #netflix,7,Positive
900,Gott stöff. Góðar persónur. Áhugaverð saga. Klikkað hvernig stemningin og virðingarleysið var þarna í 60's. Vel gerð mynd.,7,Positive
901,Mjög spennandi stríðsmynd. Tónlistin og hljóðin voru áhugaverð – gerðu þetta extra spooky/stressandi. Það var líka smá eins og þetta væru dýrahljóð tengd skipunum og kafbátunum. Skemmtilega takmörkuð (prímatív) tækni sem þeir voru að vinna með þarna. Áhugavert að Tom Hanks skrifaði handritið.,7,Positive
902,Hugljúf og væmin 90's mynd. Drama – táningsdrama. Stundum voru frekar takmarkaðir leikarahæfileikar í gangi.,5,Neutral
903,Mjög spennandi frönsk löggu &amp; bófa mynd. Smá ruglingslegt hver er að svíkja hvern. Aðeins of dark og WTF á köflum. #netflix,6,Neutral
904,Skemmtileg mynd. Fyndin á köflum. Jim Carrey var góð týpa – klassískir taktar hjá honum. Spennandi – ágætlega fjölskylduvænt action. Flottar tæknibrellur.,7,Positive
905,"Vel ruglað bull. Oft mjög vandræðaleg (cringey) atriði. Alveg sniðugur (clever) húmor inn á milli. En margt svo rangt. Stundum virtist þetta vera lauslega tengdur söguþráður og meira eins og sería af sketsum – en kannski bara svipað og Borat 1. Dóttir hans (Maria Bakalova) var mjög góð í sínu hlutverki. Kom skemmtilega á óvart að þetta var í rauninni um jafnrétti kynjanna. Áhugavert að sjá fullt af fólki á credit-listanum sem COVID Advisor, COVID Compliance Officers o.s.frv. – munum örugglega sjá meira af því í kringum myndir sem eru teknar upp á þessum tímum.",7,Positive
906,"Áhugavert concept. Fyndin inn á milli. Smá hæg á köflum – ekkert svakaleg action keyrsla. Þar sem ""Related movies"" voru Spy, The Spy Who Dumped Me og Date Night (sem eru allar í uppáhaldi hjá okkur) þá bjóst ég við öðruvísi mynd – meira action og betra gríni. Þetta var meira svona rom-com með drama.",5,Neutral
907,"Ekki frábær mynd, en ekki hræðileg. Fyrirsjáanleg og klisjukennd, en mjög fyndin inn á milli. Allt í lagi afþreying. Áhugavert að sjá King Bach (Andrew Bachelor) í fleiri og fleiri myndum – það er vissulega verðmætt að fá áhrifavald með meira en 20 milljón fylgjendur til að tala um kvikmyndina þína ???? #netflix",5,Neutral
908,"Fín ofurhetjumynd. Spennandi. Kröftug á köflum – það var meiri kraftur í fyrri myndinni. Wonder Woman er töff karakter. Kristen Wiig kom líka fersk inn – aðeins meira en klassísku grín-týpurnar hennar. Stundum vantaði eitthvað – kannski í handritið eða tempóið. Skemmtilegt 80's vibe, en hefði verið best ef þetta hefði verið WW83 ???? ",7,Positive
909,"Spennandi mynd. Ekta hlutverk fyrir Liam Neeson. Ágætis leikaraval (casting). Ekki alveg low-budget mynd, en production skalinn var svona í minna falli – ekkert mjög mikið af leikurum. Að vissu leyti klassískt vibe – eins og maður hafi séð svipaðar myndir áður.",7,Positive
910,Skemmtilega klikkuð mynd. Eins og í Honest Thief þá var Jai Courtney aftur að leika sleazebag. Fín afþreying.,6,Neutral
911,Eins og ég bjóst við var þetta ekki æðisleg mynd. Handritið var frekar þunnt. Allt frekar fyrirsjáanlegt. En alveg hægt að hlæja að nokkrum atriðum – mikið silly/crazy í gangi. Sem betur fer mjög stutt mynd. ,4,Negative
912,"Spennandi löggu-thriller. Skemmtileg old-school/90’s stemning – mikið af skemmtilegum 90’s atriðum sem var hugað að upp á útlitið (sviðsmyndina). Takturinn var líka að vissu leyti gamaldags – svona hæg rannsóknarlöggu-mynd. 

Flottir leikarar – Jared Leto var mjög góður sem psycho týpan. Tónlistin var líka mjög góð – gerði helling fyrir mörg atriði. Endaði öðruvísi en ég bjóst við – skemmtilega hressandi þegar myndir eru ekki of fyrirsjáanlegar. Mjög gaman að sjá loksins bíómynd í kvikmyndahúsi – alltof langt síðan síðast. ",6,Neutral
913,Gott action. Spennandi. Áhugavert sci-fi/framtíðar concept. Vantaði kannski örlítið í handritið/söguna. Seinni helmingurinn var ekki alveg eins þéttur og sá fyrri. #netflix,6,Neutral
914,Mjög skemmtileg mynd. Fyndin. Sniðug saga. Hugljúf. Falleg og vel teiknuð mynd. Gaman að sjá að Trent Reznor &amp; Atticus Ross sáu um tónlistina (að hluta til).,8,Positive
915,"Miðað við trailer-inn þá bjóst ég við hraðari keyrslu og meiri action. Þar sem myndin heitir The Marksman bjóst ég líka við að hann myndi nýta þá sérstöku hæfileika meira í gegnum myndina. Nokkuð hæg mynd á köflum – bara Liam Neeson og strákurinn að keyra um Bandaríkin og verða meiri vinir ???? Ákveðnar holur í handritinu – ekki alveg nógu solid. Alveg fín Liam Neeson mynd og spennandi á köflum, en ekki hans besta.",6,Neutral
916,"Topp afþreying – gott action og góður húmor. Góð keyrsla. Mikið ofbeldi. Áhugavert concept – twist á Groundhog Day og þannig myndum, með öðruvísi vinkli. Passlega löng. Frank Grillo er töffari og var skemmtilega kærulaus í þessu hlutverki. Svo er Mel Gibson mættur aftur, farinn að leika í fleiri og fleiri myndum.",7,Positive
917,Svakaleg skrímsla-stórslysamynd! Spennandi og góð keyrsla – nóg af sprengingum og eyðileggingu á risastórum skala. Þetta er framhald af myndunum Godzilla: King of the Monsters og Kong: Skull Island – það hjálpar vissulega að vera búinn að sjá þær. Eins og þær myndir er þetta afþreyingar-rússíbani og óþarfi að pæla of mikið í lógík í svona ævintýramyndum ????,8,Positive
918,"Mjög góð mynd. Spennandi. Fyndin. Brútal – kom eiginlega á óvart hvað það var brútal ofbeldi á köflum. Bob Odenkirk var mjög góður sem algjör harðhaus. En Christopher Lloyd kom líka mjög sterkur inn – geggjaður í sínu hlutverki. Það var líka gaman að sjá RZA þarna. Derek Kolstad skrifaði handritið, en hann skrifaði líka handritin að John Wick myndunum – og það er alveg smá svipað concept í gangi í Nobody. Topp afþreying. Passlega löng.",8,Positive
919,Geggju&#240; nostalg&#237;a &#8211; &#254;essar helstu pers&#243;nur og &#254;essir helstu frasar &#250;r t&#246;lvuleiknum. Ekki beint vel leikin og handriti&#240; mj&#246;g takmarka&#240;&#44; en myndin b&#230;tti upp fyrir &#254;a&#240; me&#240; n&#243;g af flottum bardagaatri&#240;um. Myndin var br&#250;tal eins og leikurinn &#8211; &#253;ktar bl&#243;&#240;slettur o.s.frv. F&#237;nasta af&#254;reying fyrir f&#243;lk sem spila&#240;i t&#246;lvuleikina.,7,Positive
920,Fínasta grín–spennumynd. Góður húmor og gott action. Solid afþreying.,6,Neutral
921,Mjög spennandi – alveg pumpandi adrenalín spenna strax fyrsta hálftímann. Svo mikil örvænting í gangi... klikkaðar aðstæður. Sorglegt. Dramatískt. Ísland er greinilega myndrænni tökustaður en Grænland ???? Gaman að sjá King Bach í enn einni myndinni ???? ,8,Positive
922,Spennandi dystopian action-mynd. Brútal. Alex Garland er greinilega mikið fyrir dystopian framtíðarmyndir.,6,Neutral
923,Spennandi sci-fi mynd. Stundum var tölvugrafíkin aðeins of gervileg – útlit og hreyfingar. Að vissu leyti týpísk/formúlukennd mynd þrátt fyrir að concept-ið sé einstakt. #netflix,6,Neutral
924,"Örlítið hæg í að byggja upp að aðal spennunni… Flæðið var líka smá stirt – hægt og hratt, hægt og hratt... Handritið hefði í raun getað verið betra. En alveg spennandi. #netflix",5,Neutral
925,"Geggjuð skrímslamynd á risastórum skala. Extreme stórslysamynd. Mjög spennandi. En stundum ólógísk hegðun miðað við aðstæður – meikaði ekki alveg sense, jafnvel smá kjánalegt.",7,Positive
926,"Áhugaverð hugmynd að bíómynd. Smá skandínavísk ""trist"" stemning inn á milli. Svo feel-good á köflum. Svo líka rugluð og sorgleg stemning inn á milli. Alls konar drama. Örugglega extra skemmtilegt fyrir fólk sem hefur búið í Danmörku að sjá þessa klassísku dönsku menningu, stemningu og hefðir. En þetta er mögulega smá ádeila á áfengismenninguna í Danmörku.",7,Positive
927,Mjög vandræðaleg og kjánaleg mynd. Stundum voru lögin og lagatextinn jafnvel líka kjánalegur. Frekar lélegt handrit og lélegur leikur. Markhópurinn er líklega ca. 10 ára krakkar. #netflix,2,Negative
928,Góð sci-fi/ofurhetju-mynd. Kúl action atriði. Vin Diesel er alltaf grjótharður. Töff tæknibrellur. Wilfred Wigans (Lamorne Morris) var mjög gott comic relief. Frekar basic söguþráður/handrit. En fínasta afþreying. #netflix,6,Neutral
929,"Fjölskylduvænt léttmeti. Létt grín. Súr húmor inn á milli. Hefði geta verið betur leikin. Handritið var svona ""la-la"". Allt í lagi sem afþreying. Slatti af fólki sem er vant að búa til myndir saman. #netflix",5,Neutral
930,"Gott rugl. Stundum svakalega mikið rugl. Smá innblástur frá Dumb &amp; Dumber   Borat. Sum atriðin voru sérstaklega fyndin. Sum voru meira sjokkerandi. Mjög gaman að sjá ""behind the scenes"" atriðin í lokinn með credit listanum. #netflix",7,Positive
931,"Dramatískur thriller. Ég myndi lýsa stemningunni sem ""foreboding vibe"". Nokkuð dark &amp; twisted mynd. Lúmskt fyndin inn á milli – svona kaldhæðnis, cynical, svartur húmor. Solid mynd. Vel gerð.",8,Positive
932,Mjög spennandi. Svakaleg stríðsatriði – sérstaklega árásin á Pearl Harbor. Nokkuð þétt keyrsla – hoppað yfir atburði og daga til að komast hratt í aðalefnið.,8,Positive
933,Spennandi. Gaman að sjá origin söguna fyrir Captain America – veit ekki alveg af hverju ég sá hana ekki á sínum tíma. Kannski var Marvel hype-ið ekki alveg byrjað og maður var ekki kominn í áskrift þar sem ég held ég sé búinn að sjá allar hinar myndirnar ???? Hugo Weaving er alltaf góður sem vondi kallinn. Meiri Star Wars fílingur en ég bjóst við.,8,Positive
934,Mjög spennandi mynd. Svakaleg action atriði. Ágætis plot. Michael B. Jordan var grjótharður. Það var skemmtilegt að það voru nokkrar vísanir í restina af Tom Clancy heiminum. Svo var það Jónsi (úr Sigur Rós) sem sá um tónlistina – bjóst ekki við því.,8,Positive
935,"Spennandi. Ágætis plot. Joel Kinnaman ungur og saklaus. Hressandi skandínavískur krimmi. Endirinn var, svona.. takmarkaður. Enda voru gerðar tvær myndir í viðbót.",7,Positive
936,Skemmtileg og spennandi mynd. Fín saga. Leit vel út – flott mynd. Hugljúfur Disney endir.,7,Positive
937,Quirky mynd. Fyndin. Fullt af þekktum leikurum og tónlistarfólki. Áhugavert zombie grín. Mjög hæg mynd og mikið af löngum samtölum miðað við aðrar zombie myndir.,6,Neutral
938,"Töff mynd. Spennandi og svakaleg action atriði. Jason Statham var grjótharður eins og alltaf. Hann var sérstaklega alvarlegur og einbeittur (determined) í þessari mynd. Hann er oft glettilega fyndinn og með góða frasa, en núna var hann skiljanlega mjög reiður. Tónlistin var geggjuð – skapaði mjög góða stemningu (spennu). Ekki hefðbundin Guy Ritchie mynd – ekki eins mikið af skrautlegum persónum og hnyttnum samtölum. En mjög solid spennumynd.",8,Positive
941,Spennandi mynd. Áhugavert concept. Dark og „hrá“ kvikmynd. Solid action atriði inná milli. Blake Lively var mjög góð – áhugaverð og skemmtileg karakterþróun í gangi. #netflix,7,Positive
942,Töff mynd. Spennandi – mjög spennandi á köflum. Fínasta action. Skrautlegar persónur. En sum samtöl hefðu getað verið eðlilegri (meira smooth) – handritið hefði geta verið betra. En kannski er það bara viðeigandi að zombie myndir séu almennt nokkuð heilalausar ;) Áhugaverðir uppvakningar (zombies) – smá parkour stemning. Löng mynd. #netflix,7,Positive
943,"Mjög spennandi og stressandi mynd. Maður var alveg á nálum og brá alveg nokkrum sinnum. Tónlistin og hljóðið ýtti undir stressið og mjög skemmtilegt hvernig var spilað með þegar það var lítið eða alls ekkert hljóð. Góð saga og handrit. Mjög vel leikin – fullt af fínum leikurum. Þetta var meiri skrímslamynd heldur en fyrri myndin – þar sá maður miklu minna af skrímslunum og það var meiri spenna í kringum óvissuna. Það var gaman að fræðast meira um hvernig þetta byrjaði, þegar skrímslin komu fyrst.",8,Positive
944,"Mjög týpísk Fast &amp; Furious mynd – en ekki sú besta. Bjóst við þéttari keyrslu og aðeins meiri „rússíbana“. Skemmtileg action atriði inn á milli, risastór og ýkt í F&F stílnum – svo datt tempóið alltaf smá niður. En þetta er orðið svolítið eins og B-mynd þar sem maður skemmtir sér og hlær að því hvað þetta er fáránlegt og kjánalegt. Þannig að þetta er fínasta afþreying.",6,Neutral
